"PID", "Creator", "Object title", "Type", "Format", "Licence/Copyright", "when", "notBefore", "notAfter", "OCM", "Internal keywords", "Image number", "Image 1", "Image 2" 
"o:polos.629","  "," Gruss aus HL. DREIFALTIGKEIT i/ W.B. b/ Marburg, Steiermk. Wallfahrtskirche. Hl. Dreifaltigkeit W.B. Kapelle.  "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1902"," "," 346 ","  "," 2 "," polos_0629_v.jpg "," polos_0629_r.jpg " 
"o:polos.63","  "," Römerbad in Steiermark. Sophienschloss. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1910"," "," 341; 529 ","  "," 2 "," polos_0063_v.jpg "," polos_0063_r.jpg " 
"o:polos.630"," Heinrich Krapek, Maribor "," St. Urbani bei Marburg a. d. Drau "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1905"," "," 346 ","  "," 2 "," polos_0630_v.jpg "," polos_0630_r.jpg " 
"o:polos.631","  "," Sv. Urban pri Mariboru.  "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1914"," "," 346 ","  "," 2 "," polos_0631_v.jpg "," polos_0631_r.jpg " 
"o:polos.632"," Vilko Weixl, Maribor "," Sv. Urban pri Mariboru (595 m) "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1914"," "," 346; 361 ","  "," 2 "," polos_0632_v.jpg "," polos_0632_r.jpg " 
"o:polos.633"," L. Petovar, Ivanjkovci "," Svetinje. - Allerheiligen. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1913"," "," 186; 346; 361 ","  "," 2 "," polos_0633_v.jpg "," polos_0633_r.jpg " 
"o:polos.634","  "," Trgovina Artman.  SV. JUR ob juž. žel. Deželna kmetijska šola. Ljudska šola. ….. razvalina. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1914","1918"," 346; 361 ","  "," 2 "," polos_0634_v.jpg "," polos_0634_r.jpg " 
"o:polos.635"," Mathias Schindler, Celje "," Pozdrav iz sv. RUPERTA nad Laškin. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1905","1918"," 346; 361 ","  "," 2 "," polos_0635_v.jpg "," polos_0635_r.jpg " 
"o:polos.636"," Karl Schwidernoch, Wien "," GRUSS AUS EGIDI-TUNNEL B/ Spielfeld - Steiermark. Postamt. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1899"," "," 240; 346; 361 ","  "," 2 "," polos_0636_v.jpg "," polos_0636_r.jpg " 
"o:polos.637"," Andreas Elsbacher, Laško "," Scheuern bei Steinbrück "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1903"," "," 346; 361 ","  "," 2 "," polos_0637_v.jpg "," polos_0637_r.jpg " 
"o:polos.638"," Weiss, Gorica "," Pozdrav iz Šmartna. Šmartno pri Gornjemgradu. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1907"," "," 346; 361 ","  "," 2 "," polos_0638_v.jpg "," polos_0638_r.jpg " 
"o:polos.639"," Johann Lenz, Celje "," Pozdrav iz Šmartna ob Paki "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," "," "," 361 ","  "," 2 "," polos_0639_v.jpg "," polos_0639_r.jpg " 
"o:polos.64","  "," Römerbad, Steiermark. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1907"," "," 347; 265; 552 ","  "," 2 "," polos_0064_v.jpg "," polos_0064_r.jpg " 
"o:polos.640"," H. Klemenčič, Veržej "," Pozdrav iz Veržeja. Cerkev in župnišče. Šola i glavni trg. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1903"," "," 346; 361 ","  "," 2 "," polos_0640_v.jpg "," polos_0640_r.jpg " 
"o:polos.641"," Roman Röck, Ljutomer "," Veržej. Farna cerkev. Šola. Gostilna in trgovina F. Hedžet. Glavna ulica. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1918"," "," 265; 346; 720 ","  "," 2 "," polos_0641_v.jpg "," polos_0641_r.jpg " 
"o:polos.643"," Vilko Weixl, Maribor "," Sv. Jurij ob Ščavnici. Sv. Duh, podružnica. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1914"," "," 346 ","  "," 2 "," polos_0643_v.jpg "," polos_0643_r.jpg " 
"o:polos.644"," Wilhelm Blanke, Ptuj "," PETTAU, PIONIER-BRÜCKENSCHLAG. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1918"," "," 346; 361; 499; 632 ","  "," 2 "," polos_0644_v.jpg "," polos_0644_r.jpg " 
"o:polos.645"," Wilhelm Blanke, Ptuj "," Ober-Pettau. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1918"," "," 341; 632 ","  "," 2 "," polos_0645_v.jpg "," polos_0645_r.jpg " 
"o:polos.646"," Wilhelm Blanke, Ptuj "," Pettau. Florianiplatz. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1919"," "," 346; 632 ","  "," 2 "," polos_0646_v.jpg "," polos_0646_r.jpg " 
"o:polos.647","  "," Pozdrav iz Ptuja. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1902"," "," 345; 346; 632 ","  "," 2 "," polos_0647_v.jpg "," polos_0647_r.jpg " 
"o:polos.648"," Johann Gaisser, Maribor "," Marburg, Steierm. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1904"," "," 361; 632 ","  "," 2 "," polos_0648_v.jpg "," polos_0648_r.jpg " 
"o:polos.649"," Louis Glaser, Leipzig "," Marburg a.d. Drau. Maribor ob Dravi. Pogled z Kalvarije. Mestna klavnica. Frančišk. Cerkev. Knešk. Dijaško semenišče. C. kr. Gimnazija. Narodni dom. C. Lr. Moška kaznilnica. Stolna cerkev. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1905"," "," 361; 632 ","  "," 2 "," polos_0649_v.jpg "," polos_0649_r.jpg " 
"o:polos.65"," Carola Ennser, Graz "," Gruss aus Römerbad. Schweizerhaus. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1917"," "," 366; 552 ","  "," 2 "," polos_0065_v.jpg "," polos_0065_r.jpg " 
"o:polos.650"," Vilko Weixl, Maribor "," Marburg a. d. Drau. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1915"," "," 133; 361; 632; 720 ","  "," 2 "," polos_0650_v.jpg "," polos_0650_r.jpg " 
"o:polos.651","  "," Marburg a. d. Drau, Steiermark "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1915"," "," 132; 361; 632; 850 ","  "," 2 "," polos_0651_v.jpg "," polos_0651_r.jpg " 
"o:polos.652","  "," Marburg a. d. Drau "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1901"," "," 133; 361; 632 ","  "," 2 "," polos_0652_v.jpg "," polos_0652_r.jpg " 
"o:polos.653","  "," MARBURG a. D. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1916"," "," 133; 346; 361; 632 ","  "," 2 "," polos_0653_v.jpg "," polos_0653_r.jpg " 
"o:polos.654"," Franz Erben, Slovenska Bistrica "," Marburg a. Dr. Herrengasse "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1912"," "," 347; 363; 472; 551; 632 ","  "," 2 "," polos_0654_v.jpg "," polos_0654_r.jpg " 
"o:polos.655"," Franz Knollmüller, Graz "," Marburg a/ Drau. Schmidplatz. - Kärntnerstrasse. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," "," "," 472; 551; 632 ","  "," 2 "," polos_0655_v.jpg "," polos_0655_r.jpg " 
"o:polos.656","  "," Marburg a/ Drau. Kärnthnerstrasse mit Hauptplatz. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1901"," "," 472; 551; 632 ","  "," 2 "," polos_0656_v.jpg "," polos_0656_r.jpg " 
"o:polos.657"," Vilko Weixl, Maribor "," Maribor ob Dravi. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," "," "," 363; 472; 551; 632 ","  "," 2 "," polos_0657_v.jpg "," polos_0657_r.jpg " 
"o:polos.658"," Franz Erben, Slovenska Bistrica "," Alt - Marburg. Tegetthoff's Geburtshaus. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1913"," "," 363; 551; 632 ","  "," 2 "," polos_0658_v.jpg "," polos_0658_r.jpg " 
"o:polos.659"," Johann Gaisser, Maribor "," Marburg a. Drau. Burggasse. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1905"," "," 346; 632 ","  "," 2 "," polos_0659_v.jpg "," polos_0659_r.jpg " 
"o:polos.66","  "," Jurklošter. Gairach. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," "," "," 133; 137; 361; 346; 877 ","  "," 2 "," polos_0066_v.jpg "," polos_0066_r.jpg " 
"o:polos.660"," Anton Schlauer, Graz "," Marburg a. D. Hauptplatz. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1918"," "," 344; 472; 551; 632 ","  "," 2 "," polos_0660_v.jpg "," polos_0660_r.jpg " 
"o:polos.661"," Felix Nowak, Maribor "," MARBURG a. Drau. Hauptplatz. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1919"," "," 344; 363; 632; 700 ","  "," 2 "," polos_0661_v.jpg "," polos_0661_r.jpg " 
"o:polos.662","  "," Basilika, Mutter der Barmherzigkeit in Marburg a. d. Drau "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1915"," "," 346; 632 ","  "," 2 "," polos_0662_v.jpg "," polos_0662_r.jpg " 
"o:polos.663"," Stengel & Co., Dresden "," Franziskaner Kirche. Marijina cerkev. Marburg a. d. Drau. Pozdrav iz Maribora. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," "," "," 346; 632 ","  "," 2 "," polos_0663_v.jpg "," polos_0663_r.jpg " 
"o:polos.664"," Anton Schlauer, Graz "," K. u. k. Oberrealschule in Marburg a. d. Drau. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1918"," "," 346; 632 ","  "," 2 "," polos_0664_v.jpg "," polos_0664_r.jpg " 
"o:polos.665","  "," Gruß aus Pobersch. Kapelle. Plevtschak's Gasthaus. Wornig's Gasthaus. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1909"," "," 346; 265; 551 ","  "," 2 "," polos_0665_v.jpg "," polos_0665_r.jpg " 
"o:polos.666","  "," Brunndorf bei Marburg a. D. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1913"," "," 361; 133 ","  "," 2 "," polos_0666_v.jpg "," polos_0666_r.jpg " 
"o:polos.667"," Anton Schlauer, Graz "," Marburg a. d. Drau. Narodni Dům. Domkirche am Domplatz. Eisenbahn-Brücke. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1905"," "," 341; 346; 491; 632 ","  "," 2 "," polos_0667_v.jpg "," polos_0667_r.jpg " 
"o:polos.668"," Franz Knollmüller, Graz "," Die vier Brücken. Hauptplatz. Marburg a. Dr. mit der neuen Reichsbrücke. Domplatz. Partie aus dem Stadtpark. Sparkassagebäude. Burgplatz. Brunndorf bei Marburg. Marburg a. Dr. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1916"," "," 346; 452; 491; 632 ","  "," 2 "," polos_0668_v.jpg "," polos_0668_r.jpg " 
"o:polos.669"," J. Massak, Maribor "," Zavod šolskih sester v Mariboru. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1917"," "," 346; 632 ","  "," 2 "," polos_0669_v.jpg "," polos_0669_r.jpg " 
"o:polos.67","  "," Lisca: 947 m. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," "," "," 341; 240 ","  "," 2 "," polos_0067_v.jpg "," polos_0067_r.jpg " 
"o:polos.670"," Johann Gaisser, Maribor "," Marburg a/Drau - Hauptbahnhof "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908"," "," 493; 498; 632 ","  "," 2 "," polos_0670_v.jpg "," polos_0670_r.jpg " 
"o:polos.671"," Vilko Weixl, Maribor "," Narodni dom v Mariboru. Gledališka dvorana. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908","1909"," 186; 341; 345; 632 ","  "," 2 "," polos_0671_v.jpg "," polos_0671_r.jpg " 
"o:polos.672","  "," Pozdrav iz Maribora. Narodni-Dom. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1900"," "," 341; 632 ","  "," 2 "," polos_0672_v.jpg "," polos_0672_r.jpg " 
"o:polos.673","  "," Gruss aus Marburg. Posojilnica. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1899"," "," 132; 452; 552; 632 ","  "," 2 "," polos_0673_v.jpg "," polos_0673_r.jpg " 
"o:polos.675","  "," Cirkovce. Župnišče. Šola. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1913"," "," 877; 361; 346 ","  "," 2 "," polos_0675_v.jpg "," polos_0675_r.jpg " 
"o:polos.676"," Feliks Magolič, Celje "," Pozdrav iz Doliča. Dolič. Gostilna Vivod. Nadv. Ivana spominek. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1901"," "," 133; 361; 347; 472; 551; 265; 211; 186 ","  "," 2 "," polos_0676_v.jpg "," polos_0676_r.jpg " 
"o:polos.677","  "," Pozdrav iz Gorenji. Gruss aus Gorenje. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1905"," "," 361; 369; 493 ","  "," 2 "," polos_0677_v.jpg "," polos_0677_r.jpg " 
"o:polos.678"," J. Deleja, Gorenje "," Pozdrav iz Gorenje. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1918"," "," 361 ","  "," 2 "," polos_0678_v.jpg "," polos_0678_r.jpg " 
"o:polos.679"," Karl Schwidernoch, Wien "," POZDRAV z Nadvoj. Ivan. Jame Štirske. Med. Slovengradcem Velenjem i. Celjem. Uhod v. nadvoj. Ivan. jamo s project. železnim mostom. Nadvoj. Ivan. spominek. Vodopad v jami. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1898"," "," 137; 133; 496; 211; 186; 517 ","  "," 2 "," polos_0679_v.jpg "," polos_0679_r.jpg " 
"o:polos.68"," Karl Jenčič, Loka pri Zidanem Mostu "," LOKA pri Zidanem Mostu. - LAAK bei Steinbrück. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1916"," "," 361; 472; 347; 551 ","  "," 2 "," polos_0068_v.jpg "," polos_0068_r.jpg " 
"o:polos.680"," Feliks Magolič, Celje "," Huda luknja: Nadv. Ivana spominek. Erzherzog Johann Denkmal.  "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1900"," "," 133; 517; 186; 211 ","  "," 2 "," polos_0680_v.jpg "," polos_0680_r.jpg " 
"o:polos.681"," Karl Bastiantschitz, Slovenj Gradec "," Partie aus Huda lukna. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1903"," "," 361; 496; 491 ","  "," 2 "," polos_0681_v.jpg "," polos_0681_r.jpg " 
"o:polos.682"," M. Valenčak, Škale "," Škale pri Velenju. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1917"," "," 361; 348 ","  "," 2 "," polos_0682_v.jpg "," polos_0682_r.jpg " 
"o:polos.683"," Franz Heinrich, Wien "," Šmartno na paki. Gostilna k Ježovniku. Olska Gora. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1909"," "," 361; 347; 472; 551; 265; 346 ","  "," 2 "," polos_0683_v.jpg "," polos_0683_r.jpg " 
"o:polos.684"," Mathias Schindler, Celje "," Pozdrav iz Šmartna na Paki. Oltar Sv. Martina. Razvalina starega Gradu. Oljska gora. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1914","1918"," 361; 341; 175; 778 ","  "," 2 "," polos_0684_v.jpg "," polos_0684_r.jpg " 
"o:polos.685","  "," REČICA na PAKI. RIETZDORF an der PACK. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1914"," "," 361 ","  "," 2 "," polos_0685_v.jpg "," polos_0685_r.jpg " 
"o:polos.686","  "," Gruss aus Schönstein. (Steiermark.) K. K. Bezirksgericht. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1911"," "," 361; 344 ","  "," 2 "," polos_0686_v.jpg "," polos_0686_r.jpg " 
"o:polos.687","  "," Gruß aus Schönstein. Totale. Markt. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1906"," "," 137; 361 ","  "," 2 "," polos_0687_v.jpg "," polos_0687_r.jpg " 
"o:polos.688"," A. Kossär, Šoštanj "," Schönstein. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1918"," "," 361 ","  "," 2 "," polos_0688_v.jpg "," polos_0688_r.jpg " 
"o:polos.689"," Adolf Orel, Šoštanj "," Schönstein, Steiermark. Hauptplatz. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1910"," "," 361; 186; 575; 619 ","  "," 2 "," polos_0689_v.jpg "," polos_0689_r.jpg " 
"o:polos.69"," Andreas Elsbacher, Laško "," Laak bei Steinbrück. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1902"," "," 361; 877 ","  "," 2 "," polos_0069_v.jpg "," polos_0069_r.jpg " 
"o:polos.690"," Senica & Pilih, Šoštanj "," Šoštanj - Schönstein. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1914"," "," 361 ","  "," 2 "," polos_0690_v.jpg "," polos_0690_r.jpg " 
"o:polos.691"," Anton Kocuvan, Šoštanj "," Pozdrav iz Šoštanja. Hotel Avstrija. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908","1916"," 347; 552; 186; 575; 619 ","  "," 2 "," polos_0691_v.jpg "," polos_0691_r.jpg " 
"o:polos.692","  "," Schönsteiner beim Erdäpfelbraten am 13. Feber 1908. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1909"," "," 369 ","  "," 2 "," polos_0692_v.jpg "," polos_0692_r.jpg " 
"o:polos.693","  "," Sanatorium Bad-Topolschitz. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1918"," "," 361 ","  "," 2 "," polos_0693_v.jpg "," polos_0693_r.jpg " 
"o:polos.694","  "," Gruss aus Bad Topolschitz! Kuranstalt. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1907"," "," 137; 347; 529 ","  "," 2 "," polos_0694_v.jpg "," polos_0694_r.jpg " 
"o:polos.695","  "," PHYSIKALISCH-DIATETISCHE CURANSTALT BAD TOPOLSCHITZ BEI CILLI IN SÜDSTEIERMARK. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1904","1908"," 562; 565 ","  "," 2 "," polos_0695_v.jpg "," polos_0695_r.jpg " 
"o:polos.696","  "," Gruss aus Wöllan. Schloss Thurn. Kohlenbergwerk Wöllan. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1902"," "," 316; 341 ","  "," 2 "," polos_0696_v.jpg "," polos_0696_r.jpg " 
"o:polos.697","  "," Gruss aus Wöllan. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1905"," "," 361 ","  "," 2 "," polos_0697_v.jpg "," polos_0697_r.jpg " 
"o:polos.698","  "," Alt-Wöllau Staravas. Bahnhof - Žel. Post. Kaiser Franz Josef Schacht. S. Blattnik's Gasthaus u. Handlung. S. Blatnik Gostilna in Trgovina. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1920"," "," 361; 498; 347; 472; 551; 265 ","  "," 2 "," polos_0698_v.jpg "," polos_0698_r.jpg " 
"o:polos.699"," Josef Wutti, Velenje "," Partie aus Wöllan - Schalleg mit Schloss Neuschallegg. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1912"," "," 361 ","  "," 2 "," polos_0699_v.jpg "," polos_0699_r.jpg " 
"o:polos.7"," Andreas Elsbacher, Laško "," Markt Tüffer. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908","1916"," 361; 292; 133 ","  "," 2 "," polos_0007_v.jpg "," polos_0007_r.jpg " 
"o:polos.70"," Karl Jenčič, Loka pri Zidanem Mostu "," Loka pri Zid. Mostu - Laak bei Steinbrück. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1918"," "," 361; 133 ","  "," 2 "," polos_0070_v.jpg "," polos_0070_r.jpg " 
"o:polos.700"," Josef Wutti, Velenje "," WÖLLAN. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1901","1907"," 361 ","  "," 2 "," polos_0700_v.jpg "," polos_0700_r.jpg " 
"o:polos.701","  "," Wöllan. Franz Josef-Schacht. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1912"," "," 361; 348; 316 ","  "," 2 "," polos_0701_v.jpg "," polos_0701_r.jpg " 
"o:polos.702"," Josef Wutti, Velenje "," Schloss Wöllan. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1902"," "," 341 ","  "," 2 "," polos_0702_v.jpg "," polos_0702_r.jpg " 
"o:polos.703"," Josef Wutti, Velenje "," Wöllan. Villa Bianca. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1902"," "," 341; 529; 552 ","  "," 2 "," polos_0703_v.jpg "," polos_0703_r.jpg " 
"o:polos.704"," Viljem Pick, Celje "," St. Janž na Vinski gori. St Johann am Weinberg. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1905","1918"," 361; 347; 472; 265 ","  "," 2 "," polos_0704_v.jpg "," polos_0704_r.jpg " 
"o:polos.705"," Adolf Perissich, Celje "," Sv. Janes na Vinski gori (St. Johann am Weinberg). Gostilna Jager. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1909"," "," 875; 361; 347; 472; 551; 265 ","  "," 2 "," polos_0705_v.jpg "," polos_0705_r.jpg " 
"o:polos.706"," Husnik & Häusler, Praha "," POZDRAV. FARNA CERKEV V BELIHVODAH. ROMARSKA CERKEV SV. KRIŽA PRI BELIHVODAH. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908"," "," 552 ","  "," 2 "," polos_0706_v.jpg "," polos_0706_r.jpg " 
"o:polos.707"," Senica & Pilih, Šoštanj "," Romarska cerkev, Sv. Križ pri Belihvodah. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1914"," "," 793; 346; 552 ","  "," 2 "," polos_0707_v.jpg "," polos_0707_r.jpg " 
"o:polos.708","  "," Dekanijska cerkev v Škalah. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1913"," "," 793; 778 ","  "," 2 "," polos_0708_v.jpg "," polos_0708_r.jpg " 
"o:polos.709"," Igor Mikuš, Šmartno ob Paki "," Sv. Martin ob Paki. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1913"," "," 877; 361 ","  "," 2 "," polos_0709_v.jpg "," polos_0709_r.jpg " 
"o:polos.71","  "," Loka pri Zid. Mostu. - Laak bei Steinbrück. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1910"," "," 361; 133 ","  "," 2 "," polos_0071_v.jpg "," polos_0071_r.jpg " 
"o:polos.710"," Igor Mikuš, Šmartno ob Paki "," SV. MARTIN ob Paki. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1919"," "," 361 ","  "," 2 "," polos_0710_v.jpg "," polos_0710_r.jpg " 
"o:polos.712"," Karl Glantschnigg, Graz "," ŠOŠTANJ SCHÖNSTEIN. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1914"," "," 361 ","  "," 2 "," polos_0712_v.jpg "," polos_0712_r.jpg " 
"o:polos.713","  "," Šoštanj - Schönstein. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1910","1916"," 793; 361 ","  "," 2 "," polos_0713_v.jpg "," polos_0713_r.jpg " 
"o:polos.714"," Adolf Orel, Šoštanj "," SCHÖNSTEIN (STEIERMARK), HAUPTPLATZ. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1912"," "," 361 ","  "," 2 "," polos_0714_v.jpg "," polos_0714_r.jpg " 
"o:polos.715","  "," Gruss aus Bad Topolschitz. Post Schönstein bei Cilli in Südsteiermark. Bad Topolschitz. Weg zur Waldandacht. Platz vor dem Bad. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1898"," "," 361; 347; 529; 551; 528 ","  "," 2 "," polos_0715_v.jpg "," polos_0715_r.jpg " 
"o:polos.716"," Anton Kocuvan, Šoštanj "," Bad Topolschitz. - Kopelj Topolšica. "," Postcard ","9x28cm"," Creative Commons BY-NC-SA 4.0 ","  ","1916","1918"," 361; 551 ","  "," 2 "," polos_0716_v.jpg "," polos_0716_r.jpg " 
"o:polos.717"," Anton Valenčak, Velenje "," VELENJE. - WÖLLAN. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," "," "," 361 ","  "," 2 "," polos_0717_v.jpg "," polos_0717_r.jpg " 
"o:polos.718"," Josef Wutti, Velenje "," Partie aus Wöllan. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1911"," "," 361 ","  "," 2 "," polos_0718_v.jpg "," polos_0718_r.jpg " 
"o:polos.719","  "," [Untitled] Castle Turn nearby Velenje. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1897"," "," 341 ","  "," 2 "," polos_0719_v.jpg "," polos_0719_r.jpg " 
"o:polos.72"," Tiskarna sv. Cirila, Maribor "," Pozdrav od Sv. Lenarta nad Laškem. Župnišče, Cerkev, Mežnarija. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908"," "," 361; 346 ","  "," 2 "," polos_0072_v.jpg "," polos_0072_r.jpg " 
"o:polos.720"," Husnik & Häusler, Praha "," SAVODNE BEI SCHÖNSTEIN. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908","1916"," 793; 361 ","  "," 2 "," polos_0720_v.jpg "," polos_0720_r.jpg " 
"o:polos.721","  "," ZAVODNJE PRI ŠOŠTANJU. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1912"," "," 793; 361 ","  "," 2 "," polos_0721_v.jpg "," polos_0721_r.jpg " 
"o:polos.722"," Commandit-Gesellschaft Automat Hartwig, Wien "," GRUSS AUS MARBURG. Casino. Burgplatz. Realschule. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1898"," "," 344; 345; 346; 361; 632 ","  "," 2 "," polos_0722_v.jpg "," polos_0722_r.jpg " 
